Applicant_ID,Applicant_Name,Annual_Income,Credit_Score,City,State,Employment_Status,Monthly_Rent
TG-100382,Applicant 382,21283.0,751,Jersey City,NJ,Self-Employed,2243
TG-100383,Applicant 383,69227.0,595, Newark,NY,Self-Employed,3783
TG-100384,Applicant 384,62226.0,648,New York,ny,Full Time,4874
TG-100385,Applicant 385,89512.0,790, Newark,NY, full time ,1849
TG-100386,Applicant 386,95253.0,608,Hoboken,N.J.,Part Time,4491
TG-100387,Applicant 387,141285.0,689,Jersey City,,Full Time,4121
,Applicant 388,113513.0,647,Brooklyn,NJ, full time ,1372
TG-100389,Applicant 389,67693.0,693,Brooklyn,NY,Part Time,4221
TG-100390,Applicant 390,58048.0,545,Jersey City,NJ,Unemployed,3248
TG-100391,Applicant 391,99758.0,580,Brooklyn,N.J., full time ,5278
TG-100392,Applicant 392,45393.0,586,New York,NY,Part Time,4296
TG-100393,Applicant 393,139944.0,545,Queens,NJ,Self-Employed,4127
TG-100394,Applicant 394,120383.0,602,Brooklyn,NJ, full time ,3094
TG-100395,Applicant 395,70925.0,579,Hoboken,N.J.,Part Time,5176
TG-100396,Applicant 396,33606.0,558,Brooklyn,ny,Self-Employed,4462
TG-100397,Applicant 397,125616.0,642, Newark,N.J.,Self-Employed,1608
TG-100398,Applicant 398,81564.0,811,Hoboken,NY,Full Time,4749
TG-100399,Applicant 399,122134.0,796,Brooklyn,NY,Part Time,4575
,Applicant 400,37167.0,801,Brooklyn,,Full Time,5222
TG-100401,Applicant 401,67019.0,710,Hoboken,NJ,Full Time,1777
TG-100402,Applicant 402,,811,New York,NY,Unemployed,4807
TG-100403,Applicant 403,86409.0,671,Queens,ny,Full Time,5377
TG-100404,Applicant 404,71498.0,752,Queens,ny,Full Time,1802
TG-100405,Applicant 405,103685.0,665,New York,N.J.,Unemployed,4955
TG-100406,Applicant 406,52971.0,790,Brooklyn,NY,Unemployed,5269
TG-100407,Applicant 407,80729.0,653,Queens,NY, full time ,2187
TG-100408,Applicant 408,88609.0,690,New York,,Full Time,5436
TG-100409,Applicant 409,100433.0,547,New York,,Self-Employed,3515
TG-100410,Applicant 410,106348.0,655,Queens,,Unemployed,5434
TG-100411,Applicant 411,51261.0,999,Hoboken,NY,Part Time,4318
TG-100412,Applicant 412,38977.0,747,Jersey City,N.J., full time ,2283
TG-100413,Applicant 413,123330.0,806,Hoboken,N.J., full time ,3808
TG-100414,Applicant 414,94969.0,553,Brooklyn,N.J.,Full Time,2787
TG-100415,Applicant 415,62545.0,521,Hoboken,N.J.,Self-Employed,2284
TG-100416,Applicant 416,131535.0,714, Newark,ny,Unemployed,2949
TG-100417,Applicant 417,88470.0,613,Jersey City,NY,Part Time,4366
TG-100418,Applicant 418,120379.0,654,Jersey City,NJ,Full Time,2855
TG-100419,Applicant 419,87026.0,723,New York,NY,Self-Employed,4746
TG-100420,Applicant 420,146822.0,769, Newark,N.J.,Full Time,1239
TG-100421,Applicant 421,137660.0,666,Brooklyn,ny,Full Time,2550
TG-100422,Applicant 422,77531.0,773,New York,ny, full time ,3194
TG-100423,Applicant 423,114147.0,695,Hoboken,NY,Part Time,3653
TG-100424,Applicant 424,104361.0,644,Hoboken,NJ,Part Time,1943
TG-100425,Applicant 425,,770,Queens,N.J.,Part Time,4482
TG-100426,Applicant 426,56052.0,650,New York,ny,Part Time,5333
TG-100427,Applicant 427,105582.0,569, Newark,N.J.,Unemployed,3564
TG-100428,Applicant 428,116753.0,612,New York,N.J.,Unemployed,2306
TG-100429,Applicant 429,32238.0,739,New York,N.J.,Part Time,4627
TG-100430,Applicant 430,49502.0,539,New York,,Self-Employed,1829
TG-100431,Applicant 431,23823.0,724,Jersey City,N.J.,Unemployed,3456
TG-100432,Applicant 432,76918.0,610,Queens,N.J.,Unemployed,5185
TG-100433,Applicant 433,106526.0,692,Brooklyn,NJ,Self-Employed,1691
TG-100434,Applicant 434,130071.0,708,Brooklyn,NJ,Part Time,5353
TG-100435,Applicant 435,87223.0,521,Brooklyn,,Full Time,2682
TG-100436,Applicant 436,133858.0,687,Jersey City,,Unemployed,3149
TG-100437,Applicant 437,43597.0,543,Queens,N.J.,Full Time,3643
TG-100438,Applicant 438,33899.0,587, Newark,ny,Full Time,4333
TG-100439,Applicant 439,83334.0,713,Queens,ny,Self-Employed,4717
TG-100440,Applicant 440,96522.0,603,Jersey City,NY,Part Time,3334
TG-100441,Applicant 441,84019.0,726, Newark,ny,Full Time,3061
TG-100442,Applicant 442,22977.0,568,New York,ny,Part Time,1810
TG-100443,Applicant 443,82326.0,551,Hoboken,NJ, full time ,2347
TG-100444,Applicant 444,45866.0,689,New York,NY,Part Time,3530
TG-100445,Applicant 445,105090.0,648,Brooklyn,NY,Self-Employed,3761
TG-100446,Applicant 446,95998.0,621,New York,NJ,Self-Employed,2028
TG-100447,Applicant 447,56804.0,554,Jersey City,ny, full time ,2895
TG-100448,Applicant 448,69584.0,718,Brooklyn,ny,Self-Employed,3404
TG-100449,Applicant 449,53224.0,596,Hoboken,NY,Part Time,3473
TG-100450,Applicant 450,83120.0,533, Newark,ny,Part Time,4080
TG-100451,Applicant 451,113654.0,650, Newark,NY,Part Time,4665
TG-100452,Applicant 452,55428.0,757,Brooklyn,ny,Self-Employed,1465
TG-100453,Applicant 453,100121.0,799,New York,N.J.,Part Time,2489
TG-100454,Applicant 454,69092.0,584,Queens,NJ,Unemployed,4820
TG-100455,Applicant 455,61214.0,657,Queens,, full time ,4591
TG-100456,Applicant 456,81789.0,788, Newark,N.J.,Unemployed,1672
TG-100457,Applicant 457,53943.0,747,Queens,ny,Part Time,3775
TG-100458,Applicant 458,68391.0,720,Brooklyn,,Self-Employed,3096
TG-100459,Applicant 459,49064.0,661,Queens,N.J., full time ,4354
TG-100460,Applicant 460,143942.0,619,Jersey City,NJ,Unemployed,2089
TG-100461,Applicant 461,86058.0,657, Newark,,Part Time,4699
TG-100462,Applicant 462,64008.0,687,Hoboken,,Self-Employed,2811
TG-100463,Applicant 463,91419.0,618,Queens,NJ,Part Time,1385
TG-100464,Applicant 464,81630.0,585,Jersey City,N.J.,Unemployed,5205
TG-100465,Applicant 465,78371.0,566,Jersey City,,Unemployed,4533
TG-100466,Applicant 466,103425.0,750,Brooklyn,NJ, full time ,3426
TG-100467,Applicant 467,107725.0,665, Newark,N.J.,Self-Employed,4413
TG-100468,Applicant 468,69085.0,726,Brooklyn,ny,Full Time,5215
TG-100469,Applicant 469,67725.0,665,Hoboken,NY,Part Time,2491
TG-100470,Applicant 470,76748.0,671,Hoboken,ny,Self-Employed,3873
TG-100471,Applicant 471,15942.0,798,New York,ny,Full Time,3717
TG-100472,Applicant 472,39544.0,659,Hoboken,NY,Self-Employed,4963
TG-100473,Applicant 473,126006.0,670, Newark,ny,Part Time,4248
TG-100474,Applicant 474,134349.0,540, Newark,ny,Part Time,3354
TG-100475,Applicant 475,77529.0,773,Brooklyn,NJ, full time ,4302
TG-100476,Applicant 476,102297.0,583,Jersey City,NJ,Unemployed,4818
TG-100477,Applicant 477,94338.0,737,New York,N.J.,Unemployed,5043
TG-100478,Applicant 478,177366.0,591,Hoboken,,Unemployed,1720
TG-100479,Applicant 479,118587.0,681,Jersey City,N.J., full time ,2844
TG-100480,Applicant 480,81162.0,649,Brooklyn,NJ,Unemployed,1854
TG-100481,Applicant 481,56334.0,588,Queens,NJ,Self-Employed,1241
TG-100482,Applicant 482,36807.0,744,New York,NY,Unemployed,4111
TG-100483,Applicant 483,91104.0,765, Newark,NY,Unemployed,4984
TG-100484,Applicant 484,62309.0,587,Jersey City,NJ,Part Time,5151
TG-100485,Applicant 485,42332.0,626,Brooklyn,ny, full time ,3023
TG-100486,Applicant 486,65603.0,628,Brooklyn,N.J., full time ,3508
TG-100487,Applicant 487,52554.0,622,New York,NJ,Unemployed,2713
TG-100488,Applicant 488,135614.0,660,New York,NJ,Full Time,4936
TG-100489,Applicant 489,111449.0,584,Hoboken,NY,Part Time,2480
TG-100490,Applicant 490,,653,Hoboken,N.J.,Unemployed,4338
TG-100491,Applicant 491,129398.0,718, Newark,N.J.,Full Time,1419
TG-100492,Applicant 492,87321.0,674, Newark,,Self-Employed,4594
TG-100493,Applicant 493,59161.0,999,New York,NJ,Part Time,5209
TG-100494,Applicant 494,130694.0,769,New York,, full time ,5007
TG-100495,Applicant 495,,606,Jersey City,NY,Full Time,3232
TG-100496,Applicant 496 ,53883.0,760,Hoboken,,Unemployed,2829
TG-100497,Applicant 497,79290.0,607,Brooklyn,ny,Full Time,4449
TG-100498,Applicant 498,58731.0,691,Hoboken,NJ, full time ,1660
TG-100499,Applicant 499,43516.0,536,Hoboken,NJ,Self-Employed,1489
TG-100500,Applicant 500,112785.0,742,New York,N.J.,Full Time,2335
TG-100501,Applicant 501,142282.0,813,New York,,Unemployed,3713
TG-100502,Applicant 502,43043.0,738,Hoboken,N.J.,Full Time,1423
TG-100503,Applicant 503,101889.0,753,Queens,,Self-Employed,3645
TG-100504,Applicant 504,65481.0,767,Queens,,Full Time,1653
TG-100505,Applicant 505,70386.0,571, Newark,NY,Self-Employed,3246
TG-100506,Applicant 506,67228.0,534,Hoboken,,Self-Employed,3922
TG-100507,Applicant 507,59080.0,631,Queens,N.J.,Part Time,5298
,Applicant 508,86456.0,703, Newark,,Part Time,5075
TG-100509,Applicant 509,60071.0,526, Newark,,Unemployed,1890
TG-100510,Applicant 510,93114.0,570,Hoboken,NJ,Unemployed,2048
TG-100511,Applicant 511,83493.0,760, Newark,NJ,Unemployed,4586
TG-100512,Applicant 512,77832.0,764,New York,NJ,Self-Employed,3668
TG-100513,Applicant 513,57773.0,705,New York,ny,Self-Employed,2628
TG-100514,Applicant 514,67697.0,806,New York,NJ,Part Time,3515
TG-100515,Applicant 515,107662.0,999,Brooklyn,ny,Self-Employed,5125
TG-100516,Applicant 516,100028.0,625,New York,ny,Part Time,3815
TG-100517,Applicant 517,55673.0,532,New York,N.J.,Full Time,1938
TG-100518,Applicant 518,87980.0,665,Hoboken,NJ,Unemployed,3418
TG-100519,Applicant 519,107542.0,638,Queens,,Unemployed,3552
TG-100520,Applicant 520,34918.0,722,Queens,NY, full time ,4439
TG-100521,Applicant 521,101301.0,660,New York,,Part Time,2074
TG-100522,Applicant 522,65121.0,634,New York,NJ, full time ,1534
TG-100523,Applicant 523,102118.0,671,New York,,Unemployed,2378
TG-100524,Applicant 524,62102.0,576, Newark,NJ, full time ,1829
TG-100525,Applicant 525,30854.0,676,Hoboken,NJ,Full Time,1280
TG-100526,Applicant 526,36174.0,652,Hoboken,, full time ,2109
TG-100527,Applicant 527,86443.0,682,Hoboken,ny,Full Time,1649
TG-100528,Applicant 528,92792.0,794,Queens,N.J.,Unemployed,4270
TG-100529,Applicant 529,57871.0,702,Brooklyn,N.J.,Self-Employed,4170
TG-100530,Applicant 530,104158.0,596,Queens,N.J.,Part Time,5278
TG-100531,Applicant 531,35154.0,563,Hoboken,N.J., full time ,3179
TG-100532,Applicant 532,83018.0,725,Jersey City,NY,Full Time,4595
TG-100533,Applicant 533,48670.0,557,Brooklyn,NJ,Unemployed,1929
TG-100534,Applicant 534,65445.0,541,New York,NY,Unemployed,4499
TG-100535,Applicant 535,86422.0,592, Newark,N.J.,Self-Employed,4211
TG-100536,Applicant 536,59188.0,760,Queens,N.J.,Unemployed,4220
TG-100537,Applicant 537,73463.0,673, Newark,,Unemployed,2213
TG-100538,Applicant 538,115189.0,756,Brooklyn,N.J.,Self-Employed,2520
TG-100539,Applicant 539,67693.0,524,Jersey City,NJ,Unemployed,4464
TG-100540,Applicant 540,110071.0,740,Brooklyn,N.J.,Full Time,4108
TG-100541,Applicant 541,51109.0,605,Queens,N.J., full time ,4243
TG-100542,Applicant 542,100894.0,696,Hoboken,NY, full time ,3390
TG-100543,Applicant 543,128247.0,778,New York,NJ,Full Time,3441
TG-100544,Applicant 544,10851.0,739,Hoboken,ny, full time ,3769
TG-100545,Applicant 545,61093.0,557,Hoboken,,Unemployed,4704
TG-100546,Applicant 546,102312.0,661,Queens,ny, full time ,2502
TG-100547,Applicant 547,78909.0,754,Hoboken,NY, full time ,1989
TG-100548,Applicant 548,96134.0,722,Hoboken,N.J.,Unemployed,4499
TG-100549,Applicant 549,66880.0,813,Queens,, full time ,3164
TG-100550,Applicant 550,87598.0,691,Queens,NJ,Unemployed,1616
TG-100551,Applicant 551,80330.0,644,Jersey City,,Self-Employed,4472
TG-100552,Applicant 552,120033.0,584,Hoboken,NY,Self-Employed,2544
TG-100553,Applicant 553,92633.0,800,Brooklyn,N.J., full time ,3937
TG-100554,Applicant 554,95128.0,791,New York,NY,Self-Employed,3615
TG-100555,Applicant 555,72644.0,763, Newark,NJ, full time ,3845
TG-100556,Applicant 556,70372.0,534,New York,ny,Self-Employed,3807
TG-100557,Applicant 557,72023.0,745,Queens,N.J., full time ,2004
TG-100558,Applicant 558,96834.0,650, Newark,N.J.,Part Time,3965
TG-100559,Applicant 559,72370.0,714,Queens,NY,Full Time,3152
TG-100560,Applicant 560,93693.0,812,Jersey City,NY,Self-Employed,4597
TG-100561,Applicant 561,147262.0,728,Hoboken,NY,Unemployed,3163
TG-100562,Applicant 562,,632,Queens,N.J.,Full Time,3775
TG-100563,Applicant 563,75219.0,763,Queens,NY, full time ,4574
TG-100564,Applicant 564,121036.0,685,New York,,Full Time,4913
TG-100565,Applicant 565,72758.0,710,Hoboken,,Unemployed,4948
TG-100566,Applicant 566,23856.0,776,Jersey City,,Unemployed,1804
TG-100567,Applicant 567,54757.0,737,Queens,N.J., full time ,4550
TG-100568,Applicant 568,28876.0,794,Queens,NY,Self-Employed,4996
TG-100569,Applicant 569,74455.0,571,Queens,NJ,Self-Employed,3900
TG-100570,Applicant 570,85553.0,677,New York,NY,Part Time,2850
TG-100571,Applicant 571,135293.0,574,Queens,N.J.,Unemployed,4748
TG-100572,Applicant 572,94808.0,533,Queens,,Part Time,1503
TG-100573,Applicant 573,78427.0,788,New York,N.J.,Unemployed,1718
TG-100574,Applicant 574,109882.0,609,Queens,NY,Part Time,5230
,Applicant 575,18666.0,546,Hoboken,N.J.,Self-Employed,2140
TG-100576,Applicant 576,92068.0,608,Hoboken,NJ,Unemployed,4078
TG-100577,Applicant 577,108126.0,560,New York,N.J.,Self-Employed,1279
TG-100578,Applicant 578,40642.0,787,Hoboken,ny,Full Time,1302
TG-100579,Applicant 579,119313.0,657, Newark,N.J.,Self-Employed,1928
TG-100580,Applicant 580,95155.0,525, Newark,NY,Unemployed,5437
TG-100581,Applicant 581,72541.0,761, Newark,ny,Full Time,3650
TG-100582,Applicant 582,103983.0,681,Jersey City,,Part Time,2155
TG-100583,Applicant 583,153121.0,699,Queens,NY, full time ,4860
TG-100584,Applicant 584,90456.0,816,Jersey City,NJ,Unemployed,1939
TG-100585,Applicant 585,92447.0,525,Hoboken,N.J., full time ,5457
TG-100586,Applicant 586,71219.0,790,New York,N.J., full time ,1793
TG-100587,Applicant 587,59505.0,791, Newark,NY,Full Time,4749
TG-100588,Applicant 588,109910.0,675,New York,N.J.,Part Time,1762
TG-100589,Applicant 589,59317.0,604,Jersey City,N.J.,Self-Employed,2899
TG-100590,Applicant 590,87147.0,719,Hoboken,,Full Time,1924
TG-100591,Applicant 591,70670.0,529,Queens,N.J.,Part Time,2633
TG-100592,Applicant 592,99369.0,657,Hoboken,N.J.,Self-Employed,2542
TG-100593,Applicant 593,95010.0,761, Newark,,Self-Employed,3095
TG-100594,Applicant 594,116126.0,720,Hoboken,N.J.,Part Time,5300
TG-100595,Applicant 595,69700.0,675,New York,,Self-Employed,3482
TG-100596,Applicant 596,76904.0,794,Brooklyn,NJ,Unemployed,1574
TG-100597,Applicant 597,55637.0,744, Newark,N.J.,Unemployed,3522
TG-100598,Applicant 598,71671.0,587,Queens,NY,Full Time,2594
TG-100599,Applicant 599,96319.0,703, Newark,ny,Self-Employed,5073
TG-100600,Applicant 600,107710.0,714, Newark,NJ,Self-Employed,2755
TG-100601,Applicant 601,57335.0,561,Queens,N.J.,Part Time,2123
TG-100602,Applicant 602,111088.0,670, Newark,NY,Unemployed,2040
TG-100603,Applicant 603,125669.0,603,New York,ny, full time ,2930
TG-100604,Applicant 604,97403.0,653,Hoboken,,Full Time,5272
TG-100605,Applicant 605,141304.0,817,New York,N.J.,Unemployed,3251
TG-100606,Applicant 606,61786.0,549,Hoboken,,Part Time,5110
TG-100607,Applicant 607,47660.0,528,Brooklyn,NJ,Full Time,2747
TG-100608,Applicant 608,31638.0,689, Newark,ny, full time ,5178
TG-100609,Applicant 609,129881.0,809,Brooklyn,ny,Full Time,3653
TG-100610,Applicant 610,104631.0,687,Jersey City,,Unemployed,2636
TG-100611,Applicant 611,83332.0,664,Hoboken,, full time ,4460
TG-100612,Applicant 612,93399.0,747,New York,NJ,Part Time,3564
TG-100613,Applicant 613,51235.0,595,New York,NY,Full Time,2123
TG-100614,Applicant 614,158373.0,742, Newark,N.J.,Unemployed,2650
TG-100615,Applicant 615,88877.0,696,New York,NY,Part Time,2745
TG-100616,Applicant 616,88282.0,708,Jersey City,ny, full time ,5013
TG-100617,Applicant 617,106773.0,565,Queens,N.J.,Full Time,4104
TG-100618,Applicant 618,99430.0,536,New York,NJ,Self-Employed,3458
TG-100619,Applicant 619,91717.0,585, Newark,NY,Unemployed,5064
TG-100620,Applicant 620,61286.0,780,Brooklyn,NY,Unemployed,1269
TG-100621,Applicant 621,99144.0,642,New York,N.J.,Self-Employed,2524
TG-100622,Applicant 622,141461.0,750,New York,NJ,Part Time,4339
TG-100623,Applicant 623,125363.0,644,New York,NJ,Unemployed,3529
TG-100624,Applicant 624,132796.0,631, Newark,NY,Part Time,1567
TG-100625,Applicant 625,69664.0,791,Queens,NY, full time ,3083
TG-100626,Applicant 626,55312.0,600,New York,,Self-Employed,3288
TG-100627,Applicant 627,81226.0,765,Queens,N.J.,Part Time,1884
TG-100628,Applicant 628,86672.0,734,Queens,NJ, full time ,2973
TG-100629,Applicant 629,117826.0,754,Jersey City,ny,Full Time,4913
TG-100630,Applicant 630,34226.0,601,Brooklyn,N.J.,Unemployed,3764
TG-100631,Applicant 631,130887.0,813,New York,,Self-Employed,5141
TG-100632,Applicant 632,80260.0,595,New York,N.J.,Full Time,4401
TG-100633,Applicant 633,72194.0,534,New York,NY,Full Time,3120
TG-100634,Applicant 634,54637.0,739,Queens,N.J.,Full Time,1887
TG-100635,Applicant 635,35354.0,749,Hoboken,N.J.,Part Time,4293
TG-100636,Applicant 636,,784,Brooklyn,N.J.,Unemployed,3288
TG-100637,Applicant 637,87200.0,783, Newark,ny,Self-Employed,1352
TG-100638,Applicant 638,46301.0,629,New York,,Unemployed,5228
TG-100639,Applicant 639,46148.0,719,Hoboken,N.J.,Unemployed,2270
TG-100640,Applicant 640,74926.0,745,Hoboken,N.J.,Unemployed,4990
TG-100641,Applicant 641,135071.0,704,Hoboken,ny, full time ,5298
TG-100642,Applicant 642,77212.0,550,Brooklyn,NJ, full time ,2259
TG-100643,Applicant 643,39906.0,621,Hoboken,N.J., full time ,4058
TG-100644,Applicant 644,77628.0,778, Newark,N.J., full time ,5291
TG-100645,Applicant 645,76818.0,618,New York,NJ,Unemployed,5021
TG-100646,Applicant 646,4093.0,818, Newark,N.J.,Unemployed,2641
TG-100647,Applicant 647,83371.0,804,New York,N.J.,Self-Employed,3466
TG-100648,Applicant 648,78072.0,785,Jersey City,N.J.,Self-Employed,3448
TG-100649,Applicant 649,105886.0,659,Queens,,Self-Employed,1800
TG-100650,Applicant 650,140469.0,805,Hoboken,NY,Self-Employed,2035
TG-100651,Applicant 651,118797.0,735, Newark,,Self-Employed,1599
TG-100652,Applicant 652,76933.0,551,Queens,NJ, full time ,3528
TG-100653,Applicant 653,51804.0,607,Queens,,Unemployed,2207
TG-100654,Applicant 654,162201.0,582,Queens,,Self-Employed,1966
TG-100655,Applicant 655,86777.0,798,Queens,ny,Part Time,1632
TG-100656,Applicant 656,85418.0,593,Queens,NJ,Self-Employed,1599
TG-100657,Applicant 657,84276.0,643,New York,NJ,Self-Employed,1528
TG-100658,Applicant 658,90943.0,788,Brooklyn,NJ,Unemployed,2971
TG-100659,Applicant 659,80669.0,804,Hoboken,, full time ,2812
TG-100660,Applicant 660,67790.0,640,Hoboken,NJ,Full Time,5373
TG-100661,Applicant 661,68594.0,731,New York,ny,Unemployed,5445
TG-100662,Applicant 662,84017.0,667, Newark,N.J., full time ,3204
TG-100663,Applicant 663,68697.0,597,New York,,Part Time,4210
TG-100664,Applicant 664,63615.0,533,Queens,N.J.,Full Time,5445
TG-100665,Applicant 665,88193.0,655,Brooklyn,N.J., full time ,2808
TG-100666,Applicant 666,77351.0,799,Hoboken,, full time ,4318
TG-100667,Applicant 667,130120.0,598, Newark,,Unemployed,1561
TG-100668,Applicant 668,5471.0,762,Jersey City,NJ, full time ,2916
TG-100669,Applicant 669,117745.0,712,New York,ny,Self-Employed,3621
TG-100670,Applicant 670,122383.0,761,Jersey City,, full time ,5390
TG-100671,Applicant 671,22798.0,570,Hoboken,N.J.,Full Time,4661
TG-100672,Applicant 672,74719.0,751,New York,, full time ,5181
TG-100673,Applicant 673,73857.0,778,Hoboken,ny,Part Time,3329
TG-100674,Applicant 674,42775.0,737,New York,NY,Self-Employed,3660
TG-100675,Applicant 675,61665.0,725, Newark,N.J.,Full Time,3250
TG-100676,Applicant 676,51683.0,639,Hoboken,NY,Full Time,5308
TG-100677,Applicant 677,137568.0,599,Jersey City,NY,Unemployed,5459
TG-100678,Applicant 678,113070.0,561,Brooklyn,ny,Unemployed,2568
TG-100679,Applicant 679,123147.0,540, Newark,,Self-Employed,5461
TG-100680,Applicant 680,106650.0,529, Newark,NY,Full Time,4346
TG-100681,Applicant 681,51128.0,672,New York,NJ,Part Time,1860
TG-100682,Applicant 682,69264.0,813,Jersey City,, full time ,1715
TG-100683,Applicant 683,99681.0,605,Hoboken,N.J., full time ,1919
TG-100684,Applicant 684,48336.0,632,Jersey City,, full time ,1371
TG-100685,Applicant 685,106390.0,708, Newark,ny,Unemployed,2669
TG-100686,Applicant 686,77790.0,631,New York,ny,Full Time,2373
TG-100687,Applicant 687,73755.0,694,Jersey City,N.J.,Full Time,2374
TG-100688,Applicant 688,106329.0,523,Hoboken,N.J.,Part Time,4944
TG-100689,Applicant 689,98328.0,741,Queens,N.J.,Unemployed,5408
TG-100690,Applicant 690,74171.0,740, Newark,ny,Part Time,3141
TG-100691,Applicant 691,119780.0,690,Brooklyn,,Full Time,5231
TG-100692,Applicant 692,52568.0,732,Brooklyn,NY, full time ,2597
TG-100693,Applicant 693,103478.0,772, Newark,NY,Unemployed,5221
TG-100694,Applicant 694,102793.0,643,Queens,NJ,Unemployed,1897
TG-100695,Applicant 695,75714.0,647,New York,ny,Unemployed,2974
TG-100696,Applicant 696,94784.0,732,Jersey City,N.J., full time ,4411
TG-100697,Applicant 697,47467.0,631,Jersey City,,Unemployed,4673
TG-100698,Applicant 698,112721.0,604,Queens,ny,Self-Employed,5263
,Applicant 699,79453.0,999,Queens,NJ,Unemployed,3954
TG-100700,Applicant 700,69318.0,584,Hoboken,NY, full time ,4253
